ACCOUNT_ID,BALANCE_CENTS
271,3191573
272,5064120
273,6350675
274,2664249
275,3698693
276,5792237
277,8162684
278,7530542
279,7161386
280,2730933
281,10511132
282,5981160
283,776723
284,3987092
285,8779804
286,-467479
287,5838419
288,7405938
289,1636053
290,4092160
291,968988
292,-781602
293,5172292
294,6056089
295,1536231
296,5730753
297,7063561
298,9933503
299,1930527
300,553550
301,1202312
302,467737
303,4444476
304,12309441
305,7784937
306,2256364
307,6958039
308,2911148
309,5610424
310,5346317
311,5939915
312,7667911
313,10251429
314,187665
315,6767203
316,4892292
317,11633632
318,8550038
319,5815966
320,2064024
321,144904
322,-557776
323,12006282
324,2905394
325,2048500
326,10033770
327,5942766
328,1726120
329,742706
330,8416961
331,1033592
332,4101001
333,5048836
334,-857132
335,13126114
336,3003759
337,1728798
338,6355608
339,2961993
340,10066274
341,8797839
342,1642539
343,1151255
344,3185918
345,6081296
346,3121643
347,5047016
348,1904494
349,2570202
350,2814402
351,9779986
352,2164723
353,3129909
354,6409612
355,6743017
356,4866516
357,5431493
358,7728145
359,6890134
360,2897157
361,267369
362,7155674
363,8006348
364,10975256
365,5813508
366,3557574
367,-99944
368,8357690
369,4065599
370,2833038
371,5313549
372,275624
373,9350312
374,1867052
375,7340262
376,10178517
377,7335286
378,9733925
379,1481247
380,3474160
381,9095219
382,549326
383,8922213
384,1552216
385,7681538
386,-240046
387,5029119
388,5248445
389,4965729
390,-864775
391,4855584
392,5431219
393,6486853
394,-897147
395,9395526
396,6115899
397,11751514
398,311130
399,4572173
400,5569351
401,12782026
402,11535952
403,-82519
404,2023968
405,4525681
406,8969691
407,5111645
408,6276747
409,5860952
410,449151
411,4074141
412,3387872
413,2801319
414,1411569
415,9872077
416,-1804691
417,11237526
418,-1395203
419,5358
420,2224413
421,1032977
422,3895460
423,6623274
424,9755045
425,2988173
426,11786351
427,5870793
428,-6947
429,1748240
430,5659829
431,5367224
432,6147845
433,4711563
434,1953830
435,3091505
436,7005088
437,1051439
438,11817705
439,6314088
440,1845668
441,5812274
442,-470994
443,7306980
444,4955520
445,4973374
446,10500530
447,-646354
448,5664704
449,6629230
450,11846030
451,8764409
452,306858
453,1163700
454,3189465
455,7355420
456,11310976
457,8217004
458,3675768
459,5135474
460,-1694579
461,9369097
462,5418871
463,10334214
464,8160137
465,4940928
466,5820341
467,3898581
468,2803936
469,7683903
470,-836790
471,2471281
472,6056345
473,3210593
474,7051559
475,2885704
476,2630205
477,5362187
478,4669164
479,2227740
480,5521005
481,2140995
482,3218759
483,1411355
484,6811053
485,2140399
486,11910529
487,2920448
488,7345982
489,9407597
490,6318188
491,808854
492,232598
493,5816856
494,10456417
495,4290758
496,4380505
497,2209948
498,2070770
499,3191234
500,2994268
501,10002958
502,9532351
503,6093500
504,3926111
505,2052327
506,1369964
507,5043305
508,6918574
509,11458437
510,2951540
511,6165514
512,9691088
513,8186666
514,4323847
515,8931183
516,3134655
517,961477
518,-982424
519,-659211
520,963896
521,2558430
522,2471867
523,7733858
524,4065562
525,4418089
526,-797841
527,6677540
528,3610579
529,4343799
530,5491341
531,6519702
532,4397632
533,8237616
534,6798583
535,1014293
536,11077168
537,4570595
538,3503619
539,633896
540,4035630
541,11843410
542,8539018
543,7368017
544,9354291
545,6461794
546,5672365
547,407264
548,7878794
549,8456869
550,9562378
551,8688152
552,8672717
553,-968564
554,2405036
555,6031198
556,12231254
557,3678918
558,1972500
559,566236
560,2311800
561,4963882
562,6920064
563,10925595
564,3131173
565,9858114
566,8392157
567,1508064
568,2466556
569,3612165
570,9440355
571,4715908
572,7280367
573,3069337
574,5668174
575,7215031
576,3154052
577,-531761
578,9341435
579,3971003
580,4620784
581,9395056
582,62935
583,1840292
584,4197082
585,8225279
586,3092344
587,10517023
588,2861030
589,5498468
590,4578074
591,5012335
592,-724323
593,5263704
594,7369336
595,3748398
596,7059937
597,1500929
598,9577019
599,290816
600,6317451
601,-2472067
602,1372108
603,11244855
604,-2522594
605,8428936
606,3265949
607,6632572
608,7302058
609,10245149
610,203618
611,8030875
612,11703406
613,2543030
614,4030460
615,6009652
616,11463355
617,4488739
618,8154628
619,6666050
620,7360606
621,3421207
622,4662757
623,9175066
624,2725281
625,11982318
626,7056334
627,-1893522
628,4439549
629,12688898
630,8871951
631,2911085
632,3089556
633,4822860
634,7033920
635,3446529
636,3953572
637,4795525
638,4479229
639,7112924
640,7078122
641,9348088
642,4356507
643,4983002
644,9542702
645,8947661
646,10450424
647,6382308
648,5471197
649,3142192
650,3142243
651,9067730
652,5791413
653,-98643
654,7177555
655,5832619
656,10603220
657,5230001
658,10001628
659,2581821
660,-258803
661,6868600
662,5464325
663,7074940
664,7466460
665,9587473
666,10059753
667,-240450
668,1838565
669,7101821
670,3329472
671,6016708
672,2065806
673,4312479
674,12593616
675,11074694
676,537206
677,9108831
678,11486254
679,10140217
680,2614320
681,2944957
682,2220007
683,6619294
684,5447998
685,-1043291
686,11200333
687,5784556
688,8036750
689,9564511
690,2169859
691,2816103
692,3493891
693,5115694
694,2810015
695,7094804
696,2450955
697,2583737
698,6770551
699,2481859
700,5104108
701,10266270
702,9912300
703,3993586
704,9248487
705,2911598
706,6427567
707,6273935
708,11060626
709,4162647
710,12010550
711,6242156
712,6816001
713,11446937
714,3878016
715,3642477
716,8508207
717,12456739
718,2785170
719,5142332
720,5466198
721,6252111
722,3213426
723,1705956
724,5284443
725,10269761
726,7027637
727,7858270
728,3814130
729,-134446
730,383105
731,5363916
732,5353619
733,8524018
734,8658029
735,7554970
736,1575793
737,400917
738,5219387
739,5780456
740,5580478
741,3189281
742,6182301
743,5246000
744,12581962
745,2286650
746,8863097
747,6302108
748,8750287
749,2135742
750,-750751
751,5060795
752,710041
753,105158
754,7220065
755,9242751
756,741742
757,1570819
758,11647619
759,3101786
760,3232759
761,5374869
762,2040823
763,8299898
764,7218447
765,6998385
766,827032
767,8853886
768,9928425
769,6348561
770,9274122
771,1963163
772,9283243
773,8447093
774,12373838
775,8595608
776,13512036
777,807133
778,2416615
779,9565610
780,12733929
781,5088081
782,1552404
783,6597656
784,9589951
785,3853786
786,10709669
787,5604534
788,9014802
789,5030115
790,9481297
791,2682559
792,5912931
793,7179960
794,4916538
795,5311671
796,8599484
797,5481424
798,5650650
799,6334220
800,8024865
801,12772968
802,10788889
803,7808729
804,2363999
805,4749467
806,7121301
807,6223449
808,5870219
809,4810555
810,11399190
811,7622308
812,4352917
813,5938062
814,3804018
815,5836125
816,5480709
817,4369096
818,8099986
819,7049807
820,5387283
821,7021129
822,3771461
823,2740223
824,7807479
825,11152699
826,8796197
827,-4371451
828,6594978
829,4749073
830,2161836
831,8869144
832,6140885
833,-755434
834,3050635
835,8205047
836,7764693
837,8878241
838,8692360
839,8625589
840,2110312
841,9368244
842,7865877
843,8052993
844,7561357
845,598483
846,7162223
847,6685663
848,865715
849,907911
850,5227413
851,3810665
852,1068788
853,8775574
854,3529949
855,8169340
856,5591707
857,-1039421
858,2018864
859,8626234
860,8266471
861,10105324
862,800310
863,14043263
864,4633444
865,5901784
866,4726616
867,5352703
868,7873116
869,6385416
870,2100455
871,3824915
872,4899058
873,2788926
874,2799747
875,12965550
876,6909341
877,7631753
878,4070854
879,10065074
880,8377468
881,7007679
882,8501973
883,-39052
884,3976109
885,3706597
886,3515031
887,1756419
888,5195443
889,9208052
890,4612099
891,4506387
892,13753236
893,7975113
894,3986221
895,-324507
896,10488161
897,4322531
898,720441
899,2186064
900,6695268
901,3535396
902,6725935
903,10824292
904,4965577
905,-328626
906,6741333
907,9721033
908,6529619
909,2078186
910,8931748
911,8566837
912,6512758
913,3596864
914,4896420
915,1038323
916,5919042
917,8598915
918,8657811
919,8854590
920,6066485
921,2668455
922,1642894
923,5388082
924,6870866
925,10564286
926,3230593
927,5012100
928,4669757
929,11384697
930,2277484
931,6721009
932,6705220
933,8972654
934,3866826
935,5301647
936,5892026
937,5201442
938,5626678
939,2481961
940,6512078
941,10017618
942,4062294
943,1621061
944,-2033620
945,7475331
946,7265735
947,2939017
948,-148838
949,8399812
950,6466240
951,708441
952,9000324
953,3687232
954,4100634
955,10561437
956,8221464
957,9595600
958,2417546
959,8377414
960,988923
961,7228957
962,3745339
963,6318481
964,7682176
965,10537444
966,2563884
967,8601950
968,12636889
969,3947057
970,9801183
971,8372316
972,10547430
973,7469722
974,3770490
975,2283439
976,1384744
977,9152883
978,8883915
979,4791096
980,8703622
981,3645145
982,9582154
983,4936621
984,192109
985,13823719
986,6305663
987,242337
988,8685140
989,6135382
990,3527995
991,6934075
992,5237549
993,6511499
994,4189324
995,-1213247
996,153903
997,4949504
998,1505495
999,3923611
1000,6826342
1001,1454352
1002,3833358
1003,-2804649
1004,4603005
1005,8382674
1006,13172953
1007,7082367
1008,4285161
1009,10830272
1010,6373190
1011,9266842
1012,4147066
1013,8198580
1014,4351141
1015,8129795
1016,7264273
1017,1439937
1018,1682275
1019,9602654
1020,1809719
1021,5151205
1022,8770860
1023,2149903
1024,3490621
1025,-1510034
1026,9055390
1027,1885376
1028,1885278
1029,8310845
1030,14349442
1031,2204785
1032,4459408
1033,6251145
1034,2448718
1035,4094066
1036,7694073
1037,7907751
1038,11413450
1039,-1987876
1040,6698774
1041,6036749
1042,6732031
1043,10548997
1044,1542051
1045,8460496
1046,-1511851
1047,914109
1048,5828222
1049,6205315
1050,9083024
1051,1626541
1052,1720196
1053,4398972
1054,8294992
1055,5954149
1056,5011440
1057,806573
1058,2429405
1059,8744762
1060,12679997
1061,3605654
1062,8045763
1063,-1470156
1064,7943543
1065,7994864
1066,3626523
1067,120562
1068,2651220
1069,5503099
1070,7209663
1071,5015949
1072,5725825
1073,1926939
1074,7639428
1075,5480107
1076,4064771
1077,1762840
1078,9575770
1079,12657047
1080,5446965
1081,939272
1082,10713441
1083,7213474
1084,4692559
1085,10172751
1086,6410664
1087,-1409809
1088,10550959
1089,9802446
1090,4968758
1091,3420411
1092,2434808
1093,9681481
1094,1698877
1095,2590076
1096,5785884
1097,1135449
1098,2554289
1099,1823647
1100,5137464
1101,5039424
1102,350056
1103,5568745
1104,2842924
1105,4729808
1106,2547886
1107,10484762
1108,-95908
1109,3020976
1110,1992202
1111,3556034
1112,3522743
1113,3662556
1114,5394757
1115,121471
1116,7731214
1117,8031101
1118,9923664
1119,6412278
1120,2618761
1121,6979531
1122,12340479
1123,4667258
1124,-560766
1125,-31994
1126,-2070287
1127,9697040
1128,2687005
1129,4600382
1130,8608120
1131,13062097
1132,-1075854
1133,945214
1134,5906302
1135,5276543
1136,2979856
1137,3857278
1138,10568057
1139,10529449
1140,7570215
1141,7832011
1142,3271277
1143,6030203
1144,770410
1145,6138264
1146,4207749
1147,8447394
1148,4034846
1149,5437967
1150,4040038
1151,345471
1152,8818894
1153,8812533
1154,-80098
1155,2850557
1156,8210011
1157,8993334
1158,5214392
1159,5128888
1160,8364401
1161,9259706
1162,5089716
1163,11578409
1164,7235077
1165,5211006
1166,3559223
1167,11348507
1168,6886898
1169,1682963
1170,663103
1171,1107544
1172,2489679
1173,7460651
1174,4867846
1175,8625886
1176,3341386
1177,-1964327
1178,8109545
1179,5241798
1180,10742978
1181,8440567
1182,10423323
1183,6018740
1184,1625275
1185,8784229
1186,6889638
1187,3857808
1188,9220126
1189,4086986
1190,-251860
1191,6695532
1192,6808120
1193,-667673
1194,10782543
1195,7947331
1196,6628730
1197,2663645
1198,8052510
1199,10365358
1200,5044401
1201,9401659
1202,6959462
1203,379471
1204,150120
1205,5593567
1206,1993904
1207,6562172
1208,4779568
1209,5860863
1210,2116085
1211,10387818
1212,10949870
1213,10807783
1214,5041038
1215,7534891
1216,6802971
1217,1101369
1218,4382658
1219,-344074
1220,1551080
1221,2798179
1222,6028959
1223,7694591
1224,1784868
1225,1948255
1226,-286777
1227,1200261
1228,5231068
1229,7341820
1230,8452916
1231,6441559
1232,6180958
1233,7826537
1234,3221513
1235,8202509
1236,7240342
1237,8023877
1238,12107377
1239,7085971
1240,339436
1241,13214931
1242,3043559
1243,6858885
1244,3449064
1245,5911878
1246,-1409445
1247,5719703
1248,7160416
1249,11695417
1250,10725555
1251,6451084
1252,6375219
1253,8661767
1254,6658905
1255,9482437
1256,11784839
1257,9039024
1258,7193444
1259,7324785
1260,8154030
1261,-200235
1262,10253024
1263,5372665
1264,7346003
1265,-931968
1266,7684378
1267,6782767
1268,7693070
1269,2744468
1270,8210165
1271,5331809
1272,11002950
1273,4103431
1274,10142771
1275,9507446
1276,310972
1277,10919654
1278,7213523
1279,2106506
1280,8587188
1281,10402795
1282,2808474
1283,860872
1284,932746
1285,5103400
1286,223061
1287,3072774
1288,8447981
1289,3904711
1290,3862381
1291,6388206
1292,7676495
1293,2663324
1294,2608392
1295,3397821
1296,1470073
1297,6112476
1298,7686559
1299,2667956
1300,8475431
1301,7675231
1302,9252546
1303,3997796
1304,-1973278
1305,8712975
1306,4788272
1307,11762809
1308,1996807
1309,365710
1310,-1231661
1311,4837504
1312,6129393
1313,3294428
1314,1843189
1315,7653716
1316,1335621
1317,4312825
1318,3392191
1319,5597113
1320,2015557
1321,3600121
1322,1522576
1323,2985198
1324,12509124
1325,5291629
1326,-921930
1327,1108139
1328,3898280
1329,4240919
1330,2139806
1331,4061811
1332,9964674
1333,6056746
1334,9693517
1335,9282176
1336,9539339
1337,7229749
1338,-568724
1339,6850672
1340,1171011
1341,7097853
1342,2731940
1343,6565574
1344,5812094
1345,6509776
1346,7065576
1347,12157224
1348,6138382
1349,715314
1350,1921034
1351,9106964
1352,1147669
1353,10956129
1354,3889896
1355,3160905
1356,2613082
1357,4232420
1358,10855445
1359,2045154
1360,10598021
1361,8489841
1362,2201381
1363,5394079
1364,4507174
1365,8861458
1366,8601811
1367,2918092
1368,4076339
1369,4266302
1370,2598139
1371,8318696
1372,2170469
1373,4822068
1374,-2340826
1375,6839624
1376,1007387
1377,9418978
1378,2194069
1379,9331058
1380,2014859
1381,-1203476
1382,6221460
1383,4581512
1384,7229638
1385,8285524
1386,11704706
1387,6175089
1388,8429032
1389,5191062
1390,1991731
1391,8823310
1392,3564764
1393,7822150
1394,3261366
1395,8590719
1396,11068101
1397,3293183
1398,6553045
1399,2082507
1400,4225342
1401,9776768
1402,9045427
1403,2957140
1404,4062933
1405,6917069
1406,4848917
1407,10576971
1408,12387511
1409,2689846
1410,6801645
1411,-1376475
1412,4864273
1413,9208008
1414,7643067
1415,5671573
1416,7191107
1417,8863275
1418,7419504
1419,7575880
1420,6184756
1421,8902599
1422,7577740
1423,2485940
1424,8089531
1425,4583654
1426,2246643
1427,6341827
1428,8515429
1429,11349825
1430,2912053
1431,5062079
1432,3046628
1433,5961646
1434,9705946
1435,7446454
1436,13400879
1437,9684825
1438,4573132
1439,1709882
1440,3045651
1441,9802470
1442,4826360
1443,2076069
1444,4176981
1445,8001562
1446,4155902
1447,4546519
1448,1309425
1449,11057236
1450,9921684
1451,4528864
1452,3519008
1453,6718935
1454,9332085
1455,4920327
1456,10100690
1457,9171095
1458,7929249
1459,11174020
1460,8646887
1461,7569852
1462,738603
1463,-141515
1464,7770679
1465,1451494
1466,7027892
1467,10683749
1468,4991066
1469,4321303
1470,1603302
1471,8588611
1472,6170673
1473,2311400
1474,1755684
1475,-2601626
1476,3882591
1477,3967400
1478,13192416
1479,5804691
1480,5559434
1481,8102997
1482,5703207
1483,2837337
1484,8370073
1485,9324126
1486,10146079
1487,4376094
1488,7455437
1489,7438540
1490,7264887
1491,1337726
1492,2516311
1493,1651476
1494,10049143
1495,3359292
1496,4195063
1497,3968079
1498,1460758
1499,7455061
1500,6282391
1501,10040154
1502,2608633
1503,4022463
1504,67496
1505,7224394
1506,196344
1507,6315303
1508,11315286
1509,4215050
1510,12083822
1511,9734521
1512,3818533
1513,1915359
1514,-836925
1515,4040519
1516,8576502
1517,5858490
1518,3002989
1519,8926311
1520,4316854
1521,6536597
1522,-251137
1523,5121322
1524,9092981
1525,-251154
1526,9446534
1527,9475745
1528,12414137
1529,7248902
1530,-1094394
1531,2803151
1532,4888595
1533,10048494
1534,253817
1535,7997755
1536,12039557
1537,1270872
1538,3359544
1539,-2627417
1540,5677740
1541,4084713
1542,5860715
1543,4904547
1544,9701714
1545,5954508
1546,1258591
1547,8267434
1548,8286913
1549,11594804
1550,8164757
1551,4193529
1552,8522484
1553,3067168
1554,7078844
1555,3468808
1556,-1758798
1557,7061074
1558,2470754
1559,7842902
1560,4233364
1561,6879588
1562,13342590
1563,5565372
1564,2331877
1565,4576591
1566,6205769
1567,9696308
1568,3958196
1569,2649282
1570,4180702
1571,11445149
1572,4302604
1573,1188363
1574,7131091
1575,-392840
1576,4535400
1577,9883733
1578,3474898
1579,4271409
1580,10908623
1581,2638962
1582,233582
1583,3564413
1584,4781456
1585,2192245
1586,9048292
1587,8587068
1588,3390191
1589,2177958
1590,5812640
1591,6843123
1592,6707268
1593,4494747
1594,4812152
1595,7149100
1596,3982110
1597,5322058
1598,5381246
1599,8430274
1600,822867
1601,5829766
1602,4663907
1603,4743657
1604,7716197
1605,9646891
1606,4765194
1607,3587049
1608,10342659
1609,6062524
1610,603226
1611,3681206
1612,1545681
1613,3399160
1614,803169
1615,8913068
1616,7316738
1617,4258285
1618,368
1619,1901521
1620,1498158
1621,11057838
1622,1677157
1623,860279
1624,8972498
1625,11691075
1626,3869410
1627,3781726
1628,1816408
1629,6464718
1630,338482
1631,2836537
1632,6792107
1633,1898957
1634,7322112
1635,11167876
1636,6341759
1637,3842167
1638,7937328
1639,9142341
1640,6891918
1641,1423021
1642,8354148
1643,6537840
1644,11336174
1645,10189262
1646,9869778
1647,8791263
1648,7178021
1649,4343340
1650,2166856
1651,7744340
1652,4222420
1653,6200737
1654,8608945
1655,6919471
1656,2040755
1657,4966752
1658,7454627
1659,12799500
1660,9245626
1661,2891472
1662,6757015
1663,2293605
1664,5827171
1665,10981342
1666,4250283
1667,6376237
1668,7507467
1669,8430764
1670,4499184
1671,10096652
1672,867235
1673,8851460
1674,930944
1675,5182064
1676,8946106
1677,2007030
1678,3394556
1679,6635421
1680,163202
1681,5261714
1682,800421
1683,2069379
1684,4918107
1685,-502232
1686,1899172
1687,3997457
1688,3922845
1689,8739286
1690,5329278
1691,5407094
1692,5859045
1693,1184506
1694,4172423
1695,-630429
1696,5824982
1697,7758507
1698,5358344
1699,746616
1700,4770158
1701,7156539
1702,3249141
1703,8921111
1704,5865201
1705,5199335
1706,4406018
1707,8044146
1708,3198787
1709,3309525
1710,9737965
1711,1208855
1712,8842150
1713,1820532
1714,7143366
1715,4474172
1716,1207365
1717,10763606
1718,7446892
1719,2457336
1720,11446984
1721,2603181
1722,8695044
1723,7491856
1724,4366313
1725,9331021
1726,4686183
1727,5567000
1728,8637837
1729,6148194
1730,12498548
1731,-246598
1732,2648740
1733,2917595
1734,7889129
1735,1742777
1736,5379343
1737,3974356
1738,7636409
1739,9960613
1740,7859520
1741,3295966
1742,7634843
1743,2033552
1744,5978949
1745,3030569
1746,6924048
1747,6129458
1748,6315060
1749,7490964
1750,5268963
1751,2943310
1752,2439691
1753,5581465
1754,2682178
1755,4635732
1756,-1453830
1757,-197796
1758,6015592
1759,5579392
1760,8687397
1761,6480877
1762,5396944
1763,11072583
1764,3188817
1765,-267101
1766,8086652
1767,9372960
1768,1453396
1769,8211729
1770,9051076
1771,3657986
1772,-2648916
1773,8329603
1774,3027532
1775,5359737
1776,3873547
1777,1404398
1778,-2150871
1779,8370986
1780,7874356
1781,14022263
1782,9456298
1783,5126800
1784,4632209
1785,11105566
1786,3311794
1787,3026670
1788,5453017
1789,7122015
1790,6359985
1791,6438283
1792,10726330
1793,5839495
1794,5843077
1795,6179852
1796,5899916
1797,6220734
1798,9551665
1799,2420684
1800,1608771
1801,10302195
1802,2946938
1803,9275993
1804,7491816
1805,4631255
1806,6877329
1807,7068118
1808,6592565
1809,12355670
1810,3198869
1811,-418577
1812,5008846
1813,3314351
1814,2320002
1815,1032879
1816,11484508
1817,1938044
1818,11189589
1819,2780838
1820,-548613
1821,5271656
1822,9119338
1823,2183905
1824,4855850
1825,4751701
1826,-410414
1827,4540397
1828,8069236
1829,2951998
1830,2526821
1831,1995596
1832,8275031
1833,6460997
1834,3246376
1835,3264829
1836,8117906
1837,4980948
1838,6434678
1839,1197732
1840,6013356
1841,2095934
1842,543779
1843,860731
1844,-1465300
1845,4300773
1846,8946773
1847,6279021
1848,3141978
1849,2687917
1850,381857
1851,2242857
1852,-1732867
1853,8114165
1854,3295504
1855,8230945
1856,3586176
1857,7052600
1858,5322990
1859,3555596
1860,8647535
1861,9830274
1862,9389262
1863,11832214
1864,10129760
1865,3687049
1866,991237
1867,11632963
1868,697984
1869,3940250
1870,4842680
1871,10205308
1872,381437
1873,7207675
1874,8215984
1875,3871733
1876,8784652
1877,9807915
1878,1372242
1879,7162348
1880,12093855
1881,7828824
1882,8441563
1883,6781973
1884,4443695
1885,6747420
1886,2183783
1887,4907103
1888,9222986
1889,7356493
1890,3737617
1891,5520738
1892,9867328
1893,10185518
1894,3181981
1895,2968930
1896,996154
1897,3710392
1898,1340050
1899,9178150
1900,2739396
1901,7657244
1902,12118314
1903,6649967
1904,5969863
1905,7417399
1906,7649141
1907,6968654
1908,3638864
1909,149004
1910,3766293
1911,4543406
1912,7159777
1913,8475808
1914,5919639
1915,5863809
1916,8426082
1917,9396222
1918,6630048
1919,6213494
1920,8633076
1921,5688772
1922,-1310366
1923,7655168
1924,3138663
1925,6226409
1926,2723461
1927,8540773
1928,4777289
1929,3125971
1930,2891671
1931,2128820
1932,1102186
1933,-1148921
1934,9500074
1935,7947257
1936,2399690
1937,9340647
1938,11157324
1939,5749008
1940,3121954
1941,4607370
1942,-1728243
1943,6231226
1944,1486795
1945,7691486
1946,3329625
1947,2327100
1948,4711029
1949,6407163
1950,2366322
1951,2045868
1952,4831287
1953,7584621
1954,6812801
1955,2876551
1956,903416
1957,4646708
1958,5910177
1959,540718
1960,10687750
1961,6146006
1962,4035767
1963,5107961
1964,4596011
1965,14070394
1966,3968253
1967,5525815
1968,-1945084
1969,5347311
1970,7527755
1971,9813582
1972,10922397
1973,833584
1974,7947817
1975,1364880
1976,3363371
1977,6299453
1978,1954005
1979,2986857
1980,3855700
1981,9473351
1982,6401687
1983,2497557
1984,6377629
1985,4456276
1986,1112976
1987,9227282
1988,10029900
1989,3659389
1990,4922747
1991,4732123
1992,6208043
1993,10315719
1994,5601483
1995,9135262
1996,15449
1997,4885652
1998,5993224
1999,2571624
2000,9767719
2001,5379376
2002,720124
2003,3233542
2004,3584398
2005,4696408
2006,11304260
2007,4166325
2008,12669273
2009,3488420
2010,4475480
2011,1466688
2012,7896041
2013,8564248
2014,1669551
2015,4854185
2016,2993228
2017,9080492
2018,8369654
2019,3195741
2020,9703782
2021,8211574
2022,6034478
2023,6257944
2024,6407653
2025,2941044
2026,6136030
2027,5746154
2028,9609175
2029,3214679
2030,4124534
2031,6313438
2032,6482791
2033,295619
2034,79755
2035,3880370
2036,9062648
2037,6445252
2038,8076297
2039,6332943
2040,-84295
2041,6884455
2042,8453853
2043,10213814
2044,2119038
2045,-80360
2046,7562809
2047,11493471
2048,7884294
2049,2061098
2050,5337018
2051,7394048
2052,9508085
2053,870907
2054,6507551
2055,3166697
2056,9355037
2057,2823436
2058,2194657
2059,6193697
2060,8324188
2061,9050963
2062,7672685
2063,11563723
2064,1838711
2065,1256469
2066,1018095
2067,3166221
2068,5931322
2069,3207834
2070,6489514
2071,-1164334
2072,1736049
2073,526167
2074,5687349
2075,-818204
2076,6027985
2077,1682012
2078,9270148
2079,5587165
2080,10174581
2081,10459076
2082,7564221
2083,3583316
2084,3405117
2085,1393725
2086,5185907
2087,6770653
2088,8452146
2089,4536734
2090,6443740
2091,10721266
2092,5230624
2093,5087554
2094,7784184
2095,1769713
2096,6967046
2097,1032921
2098,10251363
2099,6296708
2100,1970234
2101,7619342
2102,5985846
2103,12819896
2104,5266976
2105,-2353748
2106,10360486
2107,7184496
2108,10265260
2109,9213902
2110,1887622
2111,9972717
2112,2897995
2113,9478903
2114,2721182
2115,10256160
2116,6254416
2117,1036558
2118,11053869
2119,1094788
2120,3625507
2121,5979179
2122,4236370
2123,1738112
2124,9840145
2125,11763941
2126,1513301
2127,5818671
2128,7973579
2129,8134849
2130,3325108
2131,7971042
2132,10100126
2133,9240822
2134,9090253
2135,10911144
2136,8721851
2137,2880114
2138,6252968
2139,9841054
2140,127885
2141,6953746
2142,3719665
2143,2219137
2144,4693115
2145,15153816
