ACCOUNT_ID,BALANCE_CENTS
390,4415715
391,4879287
392,5923757
393,6575256
394,496675
395,9759025
396,6614911
397,9519769
398,503711
399,4622094
400,3785605
401,9424202
402,9209182
403,875190
404,1664015
405,5027385
406,8884289
407,5856838
408,3919376
409,8147237
410,60836
411,3609238
412,2445467
413,492455
414,2061800
415,6831532
416,62779
417,9237143
418,1759104
419,1128865
420,2884589
421,605746
422,4584534
423,5489808
424,8347929
425,2236796
426,9039326
427,5431677
428,288025
429,2644583
430,3672779
431,5791716
432,5124921
433,4118900
434,97488
435,4626047
436,9717744
437,1889669
438,7176246
439,9308970
440,2055203
441,3471338
442,303445
443,6779762
444,3978036
445,4942595
446,9781353
447,1096975
448,5309494
449,8226209
450,8623699
451,5123491
452,944331
453,1465742
454,3907700
455,7319843
456,8365766
457,5696701
458,2178712
459,4314974
460,2229490
461,9857313
462,2166200
463,7744443
464,5801594
465,2722274
466,5327060
467,3338200
468,1835854
469,9418567
470,290569
471,987865
472,8120721
473,1213806
474,8404265
475,5281673
476,3991131
477,5322858
478,2462634
479,2360008
480,5542910
481,4579521
482,1739618
483,1329559
484,5275321
485,5393521
486,7640408
487,4346941
488,7770567
489,9720719
490,7824187
491,3971102
492,1973968
493,6178449
494,8287641
495,1401658
496,2462058
497,3134086
498,2440759
499,3140868
500,2409525
501,7631875
502,7419594
503,1663123
504,3128932
505,2904059
506,427286
507,5941172
508,4293048
509,9169233
510,1014725
511,6125017
512,6602946
513,6325843
514,4860620
515,6450194
516,4204091
517,476943
518,123442
519,121123
520,2343641
521,600920
522,5398201
523,9715817
524,4119055
525,2105524
526,524424
527,7625398
528,2961582
529,5868955
530,2709296
531,5211794
532,4559549
533,8038882
534,5736985
535,4013735
536,9910587
537,5694575
538,3645682
539,1155024
540,2086394
541,9538440
542,5453155
543,4490128
544,7332226
545,5620726
546,2554851
547,209099
548,6568241
549,8229807
550,7486798
551,5525687
552,6123628
553,4037765
554,1969851
555,7724090
556,9391144
557,8177519
558,2463760
559,1283738
560,1085857
561,7363063
562,7510516
563,8318638
564,1899910
565,9846817
566,8303353
567,2410059
568,1480007
569,1598551
570,8554177
571,2839139
572,4979073
573,2496299
574,6082201
575,7477039
576,6183132
577,385456
578,6796059
579,4187407
580,5752702
581,6343620
582,589057
583,3496273
584,3895654
585,8172623
586,1923175
587,7386508
588,2067158
589,3250189
590,1058640
591,4465144
592,927470
593,2261006
594,6327473
595,681178
596,5723907
597,2707983
598,8418543
599,1122293
600,4919730
601,50175
602,2955640
603,9614367
604,1347887
605,8877137
606,3817044
607,5038913
608,5864728
609,8552790
610,1673021
611,6195729
612,9228971
613,3897377
614,5154073
615,7057659
616,9746198
617,1434249
618,8323942
619,5612876
620,8533286
621,5540800
622,3067808
623,9861340
624,2918225
625,8749802
626,6378565
627,2452818
628,6875977
629,9692980
630,9496101
631,1319000
632,724385
633,4820608
634,3659349
635,2970217
636,4593602
637,5034250
638,2908362
639,4849928
640,4435487
641,8956717
642,332655
643,6416927
644,7756618
645,6715109
646,5548136
647,5287189
648,4794505
649,1034705
650,3600773
651,4803346
652,4328185
653,996301
654,9370749
655,6842715
656,9856264
657,5705658
658,8778616
659,2854723
660,1213137
661,4438652
662,5022449
663,9187746
664,6760035
665,7334377
666,8850708
667,913620
668,2181605
669,8663595
670,2821525
671,4222765
672,3067641
673,4506501
674,9847525
675,8510986
676,871357
677,7714234
678,9480560
679,7895743
680,2942888
681,1070129
682,2015675
683,6151011
684,3178510
685,274667
686,9114898
687,6793032
688,5488690
689,7802418
690,3833086
691,3416456
692,1820452
693,5343949
694,1958485
695,6872955
696,1986000
697,3189177
698,4261891
699,3190337
700,2943369
701,8789926
702,9349692
703,4827342
704,8977676
705,5332993
706,3897877
707,6268091
708,8938759
709,2363393
710,9738672
711,5110073
712,4817364
713,9972770
714,5163130
715,3723361
716,6567055
717,9596111
718,2656006
719,2806677
720,5683210
721,6355989
722,2835046
723,754206
724,6989346
725,6481102
726,6755409
727,6984539
728,3742678
729,3225827
730,513765
731,5062594
732,4301593
733,7317168
734,4713099
735,6906900
736,359244
737,898752
738,5342201
739,4104277
740,4745014
741,5753624
742,7268346
743,4669327
744,8612040
745,675607
746,6153309
747,5829180
748,8710703
749,2379045
750,28050
751,1358663
752,1500572
753,4418869
754,5873061
755,6187829
756,1417724
757,1312502
758,8187389
759,2237040
760,3996806
761,4269768
762,2749556
763,8441044
764,4095175
765,9503972
766,290062
767,7798815
768,9207822
769,6356661
770,9864773
771,2682835
772,9284171
773,5835438
774,8889966
775,9712795
776,9232411
777,1257233
778,3139267
779,9076258
780,8871769
781,8635871
782,1520375
783,6025028
784,8227252
785,2719713
786,9685546
787,3921628
788,8907998
789,5708285
790,6265116
791,4402835
792,5105090
793,6130081
794,4490692
795,6186740
796,8529629
797,4243923
798,1578971
799,7420912
800,7540230
801,9754527
802,7658845
803,6041201
804,3731167
805,3397055
806,4429336
807,4679267
808,3046528
809,1260881
810,7109203
811,7603162
812,7186037
813,6652903
814,1476206
815,8434236
816,1999584
817,5204899
818,8327143
819,7866378
820,5570421
821,6784854
822,2798408
823,7939632
824,8493276
825,8123499
826,6435964
827,787423
828,5163096
829,3680668
830,3952614
831,8091920
832,3192951
833,183383
834,3132112
835,7464731
836,6503190
837,7697477
838,8834339
839,9344244
840,2856698
841,7283010
842,8112461
843,5969613
844,3078009
845,1671722
846,3666423
847,9011585
848,580129
849,1596606
850,3828566
851,2175386
852,693221
853,8193599
854,3895498
855,8955702
856,5516083
857,698148
858,441972
859,8642600
860,8970024
861,8484069
862,2327543
863,9711962
864,3150335
865,1203255
866,6594064
867,5823433
868,5437987
869,7164076
870,2437145
871,7205448
872,3446209
873,4540251
874,2264050
875,8504110
876,9824708
877,5053432
878,5587454
879,7305425
880,3390468
881,6625155
882,8613469
883,639233
884,5799956
885,3569204
886,3270177
887,3696612
888,7736891
889,7381208
890,3064160
891,1757653
892,9973111
893,7117274
894,5166679
895,934883
896,9470164
897,2638849
898,691382
899,810320
900,7984055
901,362622
902,4732411
903,8367915
904,4629433
905,1106240
906,9587033
907,9657489
908,3392989
909,1276369
910,7860335
911,6537992
912,8201095
913,1628263
914,3271950
915,241222
916,2781306
917,7414217
918,5772020
919,6627296
920,6734161
921,3024134
922,5537509
923,5054647
924,7480325
925,8613391
926,5676962
927,6865953
928,4447441
929,9276513
930,1360623
931,8596618
932,4437422
933,9370540
934,4039525
935,6924632
936,5737079
937,5444673
938,6523648
939,2068047
940,6901086
941,7954947
942,1878653
943,1606727
944,612317
945,5244044
946,7123242
947,4024102
948,2541601
949,7377037
950,6088809
951,2276019
952,7327164
953,2490513
954,2010301
955,8816259
956,5343227
957,9664074
958,3457812
959,9380506
960,1624383
961,7219984
962,2339077
963,6085147
964,6824165
965,8484314
966,4558428
967,8089372
968,9328996
969,5220512
970,9656678
971,7782420
972,8615285
973,6573552
974,2713689
975,1491790
976,882236
977,6800751
978,9912557
979,5040337
980,6810730
981,1968776
982,8850527
983,4240115
984,1987726
985,9504999
986,4258289
987,2062262
988,7231348
989,6306287
990,1948235
991,6395857
992,4047501
993,7878863
994,3669687
995,118223
996,396374
997,5097031
998,2027802
999,3418594
1000,5726442
1001,2586197
1002,3381663
1003,79645
1004,1293894
1005,6172334
1006,9934122
1007,7462081
1008,2135878
1009,9488534
1010,7712235
1011,5459857
1012,3856072
1013,7943218
1014,1822394
1015,6512442
1016,4039295
1017,1655629
1018,86748
1019,8818782
1020,1598489
1021,5719025
1022,9568932
1023,4828126
1024,3744818
1025,948320
1026,8661439
1027,274764
1028,1685850
1029,8571621
1030,8779440
1031,3178279
1032,3904496
1033,8110840
1034,4716163
1035,2631918
1036,6971484
1037,8732200
1038,5605719
1039,1635569
1040,7325975
1041,6000762
1042,7172413
1043,9933227
1044,1645051
1045,7045468
1046,932062
1047,1866509
1048,5522260
1049,6650564
1050,9481407
1051,985341
1052,772198
1053,5071837
1054,4606957
1055,3911897
1056,2070060
1057,701784
1058,228018
1059,7205455
1060,9856496
1061,1907907
1062,8494731
1063,937753
1064,9012446
1065,4742594
1066,4863718
1067,661921
1068,725940
1069,4337943
1070,7153587
1071,4129916
1072,5638913
1073,4953351
1074,7074487
1075,3499676
1076,1839408
1077,917011
1078,8430483
1079,8613534
1080,5241268
1081,1756939
1082,7508195
1083,9424720
1084,4194073
1085,8844893
1086,6303186
1087,1034914
1088,9867896
1089,8621609
1090,482592
1091,3308864
1092,223880
1093,7847913
1094,1808235
1095,1694594
1096,4862676
1097,81580
1098,6387475
1099,4023024
1100,5278763
1101,4099509
1102,2364295
1103,4971816
1104,2682148
1105,6286234
1106,3236691
1107,9886396
1108,606948
1109,3532139
1110,3498569
1111,6232335
1112,401349
1113,2356941
1114,4698558
1115,68865
1116,8900351
1117,3852356
1118,8956325
1119,4263013
1120,2766909
1121,4056247
1122,8519616
1123,5815960
1124,375541
1125,1018265
1126,35366
1127,9389316
1128,1727454
1129,5134243
1130,7238036
1131,9368523
1132,1594112
1133,1865776
1134,6302285
1135,4112633
1136,3709021
1137,2024342
1138,5857369
1139,6573933
1140,6204041
1141,8744135
1142,3896840
1143,5896869
1144,1046429
1145,6641201
1146,6851701
1147,4543565
1148,6036528
1149,2232555
1150,6675622
1151,60895
1152,9899762
1153,8625233
1154,93666
1155,2378116
1156,7874609
1157,8624395
1158,5385348
1159,4091921
1160,8299920
1161,7506070
1162,5775566
1163,7712543
1164,8548632
1165,1804380
1166,6053634
1167,7971785
1168,7422329
1169,806646
1170,2065983
1171,2272323
1172,1026493
1173,8451323
1174,4033392
1175,9881414
1176,5988605
1177,818010
1178,9176398
1179,4268170
1180,6880767
1181,8005965
1182,8085225
1183,8836704
1184,2542156
1185,2376523
1186,6544427
1187,3036891
1188,7454202
1189,5011867
1190,1614910
1191,5793876
1192,9484215
1193,246815
1194,9586247
1195,4615272
1196,4536344
1197,2634319
1198,5316643
1199,8026509
1200,4147262
1201,9629255
1202,6262481
1203,583937
1204,3172715
1205,1917977
1206,789372
1207,4784893
1208,4757677
1209,3487727
1210,4696880
1211,8731797
1212,7463939
1213,7829982
1214,3608897
1215,5808119
1216,6641558
1217,3066420
1218,4136895
1219,1143615
1220,2853791
1221,740067
1222,4268934
1223,8009502
1224,2486407
1225,883736
1226,16812
1227,358731
1228,5762901
1229,8951730
1230,4491237
1231,5839422
1232,5625958
1233,5085009
1234,4236658
1235,7831446
1236,5861616
1237,7992568
1238,9592714
1239,6562354
1240,653949
1241,6142942
1242,163005
1243,2214587
1244,1018132
1245,4167449
1246,398216
1247,6212368
1248,6380323
1249,9031831
1250,9056346
1251,6441371
1252,6645630
1253,6036769
1254,6803998
1255,8801885
1256,9074772
1257,7716867
1258,5592524
1259,6543259
1260,6975516
1261,631755
1262,7259576
1263,4179700
1264,7606506
1265,1216581
1266,5871538
1267,7442489
1268,3075147
1269,2190003
1270,8204967
1271,4355487
1272,9494847
1273,2316382
1274,9398191
1275,9434412
1276,625058
1277,8081072
1278,6237145
1279,1223411
1280,8522030
1281,8455908
1282,2011568
1283,2328269
1284,760354
1285,4412682
1286,477441
1287,4606432
1288,5385273
1289,6804581
1290,3562699
1291,7803167
1292,8115626
1293,2665042
1294,5437532
1295,384524
1296,2214013
1297,2574898
1298,5942416
1299,2160221
1300,7186363
1301,5669838
1302,9863012
1303,6231748
1304,2008016
1305,5740053
1306,4240324
1307,9935424
1308,4563285
1309,2162626
1310,598476
1311,3184306
1312,6840273
1313,3606991
1314,2786138
1315,7721152
1316,3444234
1317,4882104
1318,3327371
1319,6365406
1320,2854851
1321,3428146
1322,4322036
1323,4749632
1324,7585378
1325,4335019
1326,3013492
1327,1427334
1328,933107
1329,5947262
1330,4752498
1331,4083051
1332,7710566
1333,7638942
1334,9970044
1335,8353703
1336,8824860
1337,7475381
1338,2043957
1339,7208871
1340,5135722
1341,8027621
1342,1289096
1343,6406527
1344,3488152
1345,3235798
1346,2539729
1347,9096172
1348,5843416
1349,266902
1350,3821314
1351,8195134
1352,1187979
1353,9656209
1354,3645885
1355,4147000
1356,2844176
1357,7000436
1358,7471712
1359,1613637
1360,8619509
1361,5152830
1362,2853948
1363,4215698
1364,5910147
1365,7167293
1366,6887256
1367,452138
1368,4761070
1369,4792673
1370,4112933
1371,6355640
1372,2583067
1373,3499255
1374,1685682
1375,7075509
1376,4135954
1377,5187722
1378,300849
1379,7409586
1380,4390100
1381,388894
1382,5308156
1383,7027116
1384,2632838
1385,6068182
1386,8734670
1387,6187861
1388,7142593
1389,1384450
1390,1088135
1391,8675170
1392,4515157
1393,6286737
1394,2922352
1395,9074172
1396,8256625
1397,5250250
1398,5250168
1399,627918
1400,5667288
1401,7744312
1402,9336218
1403,2466000
1404,3255446
1405,7818107
1406,4508002
1407,8005367
1408,9964169
1409,3435172
1410,7447347
1411,487224
1412,7751543
1413,8394755
1414,8654738
1415,5906895
1416,3079441
1417,8474347
1418,4457672
1419,5051899
1420,8235549
1421,8046385
1422,3407693
1423,3609332
1424,6468065
1425,4199648
1426,2250048
1427,6043524
1428,8410107
1429,8190630
1430,3064035
1431,4401127
1432,2294996
1433,2713116
1434,7465097
1435,5284006
1436,9742673
1437,8280806
1438,5001473
1439,761094
1440,1694077
1441,8041562
1442,5788614
1443,2145851
1444,3747551
1445,7333495
1446,5168825
1447,3547973
1448,543642
1449,9112234
1450,9300702
1451,5609699
1452,1694266
1453,6560995
1454,9987630
1455,4500120
1456,9317878
1457,8029933
1458,6669389
1459,9182637
1460,7653780
1461,7029101
1462,593773
1463,2085596
1464,7805669
1465,346184
1466,6574735
1467,8021271
1468,4901544
1469,2031061
1470,709011
1471,7842743
1472,3054902
1473,879908
1474,2282788
1475,19392
1476,1878869
1477,5158546
1478,9684892
1479,5732521
1480,5324935
1481,7780191
1482,6346211
1483,1580933
1484,8217400
1485,9663601
1486,8309872
1487,2445301
1488,7517097
1489,6222616
1490,9382943
1491,2286182
1492,4795583
1493,3651805
1494,8675571
1495,3634194
1496,2163741
1497,2622365
1498,289728
1499,7807755
1500,9174711
1501,6822949
1502,3240845
1503,4793281
1504,146897
1505,5064661
1506,423011
1507,4216605
1508,8068301
1509,4293092
1510,7527232
1511,9644552
1512,1648959
1513,1165526
1514,67341
1515,3050990
1516,6618264
1517,5590861
1518,2728583
1519,9530402
1520,943958
1521,5765634
1522,1902325
1523,5861513
1524,9726104
1525,1761667
1526,6666853
1527,9237689
1528,9363286
1529,5205729
1530,174542
1531,1774502
1532,3660796
1533,6878942
1534,1002373
1535,7565398
1536,8418495
1537,887261
1538,2918009
1539,1463785
1540,4162606
1541,4411726
1542,5932947
1543,5263705
1544,9323102
1545,4951395
1546,539082
1547,6414044
1548,6518788
1549,7196923
1550,7303684
1551,5841411
1552,8036710
1553,1263257
1554,8433552
1555,4946605
1556,223530
1557,4624959
1558,4413887
1559,7013604
1560,6809217
1561,7315615
1562,9638263
1563,3408835
1564,2020656
1565,2725823
1566,9215221
1567,7386676
1568,3626943
1569,5480911
1570,2940666
1571,5924407
1572,5165878
1573,2039708
1574,4482775
1575,30499
1576,4892892
1577,8174302
1578,2700946
1579,4816686
1580,9858123
1581,4278262
1582,323975
1583,3638814
1584,4825497
1585,4172155
1586,9802573
1587,7048876
1588,791595
1589,1210330
1590,3196784
1591,5938483
1592,5693111
1593,1349139
1594,6312610
1595,4101731
1596,5308332
1597,2643126
1598,3429942
1599,8870377
1600,788999
1601,2783569
1602,1535098
1603,5328007
1604,7335084
1605,8564215
1606,6069409
1607,2750587
1608,8806132
1609,4589083
1610,770139
1611,1657298
1612,1922865
1613,2608097
1614,849178
1615,3387950
1616,4815306
1617,5036713
1618,940351
1619,4379385
1620,479775
1621,8947008
1622,2421110
1623,1176403
1624,9126464
1625,6875900
1626,5019518
1627,4197451
1628,3217362
1629,5121942
1630,1407852
1631,1794055
1632,6863349
1633,225450
1634,5920284
1635,9073727
1636,5928323
1637,3350768
1638,6906970
1639,1557013
1640,9541654
1641,1881226
1642,6499412
1643,5215177
1644,7835796
1645,9203312
1646,8186658
1647,5844872
1648,6134510
1649,4457755
1650,3866660
1651,6520816
1652,3663549
1653,5394558
1654,7614450
1655,5900827
1656,229436
1657,5345863
1658,6963817
1659,9076447
1660,7350782
1661,1239152
1662,3502957
1663,4695124
1664,7000756
1665,9615250
1666,2931496
1667,2562460
1668,5088117
1669,8977466
1670,1626220
1671,9408101
1672,3448826
1673,6096897
1674,1415891
1675,4847111
1676,7607024
1677,2354944
1678,4005035
1679,6067990
1680,1651791
1681,7378574
1682,300900
1683,1838899
1684,4453494
1685,2931876
1686,1507263
1687,2342480
1688,5874703
1689,5583646
1690,3894627
1691,4175599
1692,3336314
1693,321624
1694,1751549
1695,297838
1696,5294504
1697,6841406
1698,3429013
1699,2457694
1700,5245476
1701,2577685
1702,4802710
1703,6173091
1704,6673480
1705,4260605
1706,3563785
1707,3202750
1708,2487771
1709,2221838
1710,8293976
1711,2258169
1712,9339502
1713,1301573
1714,6850653
1715,5853743
1716,3965436
1717,6000380
1718,9473075
1719,3677426
1720,8826205
1721,4736224
1722,7902193
1723,8123976
1724,3725995
1725,7616896
1726,3045677
1727,4216624
1728,6752254
1729,6123933
1730,9975107
1731,3245247
1732,3573791
1733,3545542
1734,7049702
1735,1677119
1736,2565843
1737,4597784
1738,8619318
1739,8489237
1740,9832212
1741,542079
1742,7091945
1743,1941269
1744,2333748
1745,2636223
1746,5205751
1747,4856408
1748,9717929
1749,8439419
1750,4134446
1751,2061656
1752,1963918
1753,7100485
1754,2285216
1755,4283650
1756,323172
1757,3706862
1758,6000795
1759,7605972
1760,7438236
1761,3549076
1762,7586259
1763,9141546
1764,3222159
1765,789664
1766,8366760
1767,6556965
1768,4655760
1769,9501590
1770,9163656
1771,2866690
1772,1234644
1773,9705506
1774,2094911
1775,3086405
1776,3118067
1777,1582147
1778,706832
1779,6809356
1780,3278169
1781,9631975
1782,6237105
1783,2863563
1784,414175
1785,7703817
1786,3374589
1787,1099585
1788,2014944
1789,8061446
1790,6306286
1791,4887339
1792,9686452
1793,3657727
1794,4679120
1795,7239782
1796,7114374
1797,6783902
1798,9658374
1799,3167809
1800,847597
1801,9732519
1802,635774
1803,6904273
1804,7457339
1805,3979853
1806,5857756
1807,7416013
1808,4889838
1809,7835195
1810,3181066
1811,134202
1812,3221581
1813,4247938
1814,2713842
1815,79228
1816,7853911
1817,4245402
1818,8710983
1819,2273592
1820,1761477
1821,5119184
1822,6164423
1823,3441409
1824,6865139
1825,3849738
1826,800009
1827,3807569
1828,8579457
1829,1606522
1830,1421851
1831,3747463
1832,7628075
1833,9421275
1834,2329165
1835,1523296
1836,7544542
1837,5266485
1838,5284519
1839,1459797
1840,7479713
1841,2778317
1842,1528993
1843,301719
1844,113961
1845,5832151
1846,7007720
1847,5468483
1848,4120456
1849,4097756
1850,4080327
1851,357915
1852,810446
1853,9924206
1854,2364041
1855,9062724
1856,2708184
1857,6398920
1858,3974559
1859,1962035
1860,5986517
1861,8825447
1862,9783529
1863,8880181
1864,7659523
1865,1215179
1866,1483168
1867,8865111
1868,2803084
1869,4711029
1870,5426308
1871,9272097
1872,2033128
1873,9623752
1874,5621508
1875,2204312
1876,8455449
1877,9034558
1878,3391053
1879,6942750
1880,9375188
1881,9108876
1882,7030418
1883,9452594
1884,1454746
1885,7225256
1886,3265474
1887,4127302
1888,8372845
1889,5589171
1890,5289137
1891,5606788
1892,9576302
1893,9632347
1894,4099708
1895,1311801
1896,1187633
1897,4162827
1898,2128942
1899,8060960
1900,3169647
1901,7358592
1902,9367299
1903,4351075
1904,3265661
1905,7935325
1906,9097334
1907,5778876
1908,2415068
1909,3076639
1910,4494346
1911,6436487
1912,7333585
1913,8016956
1914,4843352
1915,4148383
1916,6901686
1917,8050335
1918,5253762
1919,4770248
1920,8739294
1921,5239958
1922,1570662
1923,4812799
1924,622034
1925,4822058
1926,668308
1927,7789938
1928,7011554
1929,4129690
1930,6088288
1931,1129531
1932,851291
1933,864739
1934,8489091
1935,9366558
1936,1636136
1937,6179187
1938,8766307
1939,4537426
1940,3013481
1941,4872991
1942,113492
1943,7005198
1944,2003625
1945,5149665
1946,2197882
1947,2838970
1948,2908807
1949,4306119
1950,1375570
1951,2703195
1952,2860010
1953,4483579
1954,3877347
1955,4546813
1956,60399
1957,5090081
1958,3329610
1959,544931
1960,8433393
1961,5481059
1962,2501933
1963,2913727
1964,2603178
1965,8762035
1966,4154260
1967,7681728
1968,810073
1969,1533042
1970,8070978
1971,6987005
1972,5034560
1973,3259751
1974,5716975
1975,1695872
1976,2922668
1977,7838742
1978,431397
1979,3939711
1980,981239
1981,7130558
1982,7580011
1983,1213288
1984,5715497
1985,117990
1986,2208619
1987,8419570
1988,9148408
1989,4472623
1990,5973193
1991,2511053
1992,4300367
1993,7469071
1994,4684199
1995,5281184
1996,840669
1997,5407960
1998,6740872
1999,4548491
2000,9522109
2001,4399947
2002,1031432
2003,4999991
2004,1879348
2005,5868696
2006,9672503
2007,2271426
2008,8690141
2009,1336061
2010,3501536
2011,2772760
2012,9120847
2013,8476943
2014,3405105
2015,4487616
2016,1574550
2017,6685562
2018,7751825
2019,1730900
2020,8071249
2021,7870827
2022,3885261
2023,4243997
2024,4617470
2025,2142677
2026,4619414
2027,2090474
2028,8277653
2029,832152
2030,4565462
2031,7913582
2032,5311588
2033,3040924
2034,6765153
2035,2382029
2036,8634755
2037,4728295
2038,5244419
2039,5388631
2040,1337586
2041,5158358
2042,6596080
2043,8601827
2044,3673027
2045,1245321
2046,5751244
2047,8330723
2048,8480914
2049,1108253
2050,3718524
2051,5610437
2052,9641689
2053,983302
2054,8640442
2055,2450311
2056,8368392
2057,4944389
2058,1947532
2059,4640844
2060,8541878
2061,9113476
2062,8266348
2063,8806310
2064,3222573
2065,2752362
2066,1328042
2067,3492853
2068,5458861
2069,5720811
2070,3790282
2071,358521
2072,463779
2073,2761674
2074,6877290
2075,1808557
2076,5497178
2077,2485553
2078,9940757
2079,3604839
2080,8089305
2081,9207325
2082,6839383
2083,2105976
2084,2967870
2085,713431
2086,7204323
2087,8851496
2088,8310490
2089,6031902
2090,6469047
2091,9851249
2092,5366139
2093,6551215
2094,6036541
2095,1945014
2096,6735288
2097,2886218
2098,8295705
2099,6248619
2100,1182802
2101,8122747
2102,4971476
2103,9893299
2104,2224106
2105,97641
2106,9919628
2107,7264252
2108,9968063
2109,9624436
2110,3218893
2111,9043772
2112,1968964
2113,8685310
2114,4947674
2115,9278034
2116,5597216
2117,1045518
2118,8733009
2119,1525160
2120,308993
2121,4185888
2122,6136612
2123,3715826
2124,8500939
2125,8488021
2126,2940188
2127,4023774
2128,6118031
2129,6524087
2130,897197
2131,6589162
2132,7370321
2133,8198157
2134,6084452
2135,8288114
2136,9106777
2137,4716445
2138,8463117
2139,8557286
2140,2832978
2141,7467416
2142,1207218
2143,4235702
2144,5901142
2145,9899142
2146,9462975
2147,6939958
2148,8610559
2149,3982592
2150,9058111
2151,7307572
2152,7503057
2153,9813263
2154,2520684
2155,9301378
2156,5537498
2157,944110
2158,3856485
2159,3147765
2160,9448074
2161,8823926
2162,3938942
2163,1108021
2164,6035196
